shipment_id,order_id,order_date,delivery_month,customer_region,supplier_id,supplier_name,reliability_score,reliability_band,warehouse_id,warehouse_name,city,overload_risk_band,product_id,product_name,category,order_quantity,order_value_eur,priority,shipment_status,promised_delivery_date,actual_delivery_date,delay_days,late_delivery_flag,delay_reason,stockout_risk_flag,warehouse_overload_flag
SHP-001645,ORD-001645,2025-01-27,2025-02,DE-Central,SUP-007,Danube Tools,0.771,medium,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0129,Steel Sheet 0129,Raw Materials,60,25596.0,standard,delivered,2025-02-04,2025-02-04,0.0,False,,False,False
SHP-001646,ORD-001646,2025-11-12,2025-11,DE-North,SUP-023,Saxon Metals,0.93,high,WH-004,Cologne Distribution Center,Cologne,low,PRD-0060,Safety Vest 0060,Textiles,134,15708.82,expedited,in_transit,2025-11-25,,,,,False,True
SHP-001647,ORD-001647,2025-10-10,2025-10,DE-South,SUP-007,Danube Tools,0.771,medium,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0095,Sensor 0095,Electronics,25,10687.5,standard,delivered,2025-10-18,2025-10-19,1.0,True,warehouse_capacity_constraint,True,False
SHP-001648,ORD-001648,2025-12-07,2025-12,DE-Central,SUP-008,Hanseatic Materials,0.604,low,WH-004,Cologne Distribution Center,Cologne,low,PRD-0111,Cover Sheet 0111,Textiles,130,32680.7,standard,delivered,2025-12-19,2025-12-17,-2.0,False,,False,False
SHP-001649,ORD-001649,2025-10-06,2025-10,DE-South,SUP-011,Saxon Metals,0.611,low,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0116,Carton 0116,Packaging,1099,357779.45,standard,delivered,2025-10-14,2025-10-14,0.0,False,,True,True
SHP-001650,ORD-001650,2025-10-14,2025-10,DE-Central,SUP-020,Hanseatic Materials,0.846,medium,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0071,Controller 0071,Electronics,47,20813.01,expedited,delivered,2025-10-24,2025-10-24,0.0,False,,False,False
SHP-001651,ORD-001651,2025-06-04,2025-06,DE-Central,SUP-011,Saxon Metals,0.611,low,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0122,Gear 0122,Mechanical,300,65175.0,standard,delivered,2025-06-14,2025-06-14,0.0,False,,True,False
SHP-001652,ORD-001652,2025-05-08,NaT,DE-South,SUP-015,Alpine Industrial Parts,0.925,high,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0158,Rubber Seal 0158,Raw Materials,187,72900.08,standard,delivered,,2025-05-15,-1.0,False,,False,False
SHP-001653,ORD-001653,2025-10-29,2025-11,DE-South,SUP-004,Nordic Freight Supplies,0.931,high,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0003,Bracket 0003,Mechanical,224,51560.32,standard,in_transit,2025-11-13,,,,,False,True
SHP-001654,ORD-001654,2025-09-09,2025-09,DE-North,SUP-010,Black Forest Plastics,0.829,medium,WH-003,Munich Distribution Center,Munich,medium,PRD-0171,Cable 0171,Electronics,18,6461.64,standard,delivered,2025-09-14,2025-09-14,0.0,False,,False,False
SHP-001655,ORD-001655,2025-06-18,2025-06,DE-East,SUP-008,Hanseatic Materials,0.604,low,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0106,Strap 0106,Textiles,207,30513.87,standard,delivered,2025-06-29,2025-07-02,3.0,True,inventory_shortage,True,False
SHP-001656,ORD-001656,2025-06-22,2025-07,DE-Central,SUP-019,Danube Tools,0.652,low,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0174,Plastic Resin 0174,Raw Materials,396,89381.16,standard,delivered,2025-07-01,2025-07-01,0.0,False,,True,False
SHP-001657,ORD-001657,2025-03-26,2025-04,DE-North,SUP-015,Alpine Industrial Parts,0.925,high,WH-004,Cologne Distribution Center,Cologne,low,PRD-0107,Gear 0107,Mechanical,198,22253.22,standard,delivered,2025-04-02,2025-04-02,0.0,False,,False,False
SHP-001658,ORD-001658,2025-08-15,2025-08,DE-North,SUP-008,Hanseatic Materials,0.604,low,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0023,Sensor 0023,Electronics,30,13084.8,expedited,in_transit,2025-08-25,,,,,False,True
SHP-001659,ORD-001659,2025-05-01,2025-05,DE-Central,SUP-016,Nordic Freight Supplies,0.901,high,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0096,Plastic Resin 0096,Raw Materials,470,51704.7,expedited,delivered,2025-05-16,2025-05-18,2.0,True,warehouse_capacity_constraint,False,True
SHP-001660,ORD-001660,2025-12-10,2025-12,DE-Central,SUP-008,Hanseatic Materials,0.604,low,WH-004,Cologne Distribution Center,Cologne,low,PRD-0106,Strap 0106,Textiles,34,5011.94,expedited,delivered,2025-12-20,2025-12-18,-2.0,False,,False,True
SHP-001661,ORD-001661,2025-07-06,2025-07,DE-West,SUP-001,Rhine Components,0.724,medium,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0012,Pallet Wrap 0012,Packaging,216,6931.44,standard,delivered,2025-07-14,2025-07-14,0.0,False,,False,False
SHP-001662,ORD-001662,2025-08-08,2025-08,DE-North,SUP-022,Black Forest Plastics,0.971,high,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0034,Label Roll 0034,Packaging,281,50641.82,expedited,delivered,2025-08-17,2025-08-16,-1.0,False,,False,False
SHP-001663,ORD-001663,2025-04-24,2025-05,DE-West,SUP-012,Bavaria Textile Group,0.813,medium,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0094,Steel Sheet 0094,Raw Materials,59,26547.64,standard,delivered,2025-05-07,2025-05-05,-2.0,False,,False,False
SHP-001664,ORD-001664,2025-03-21,2025-03,DE-North,SUP-007,Danube Tools,0.771,medium,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0118,Aluminium Rod 0118,Raw Materials,145,63988.5,standard,delivered,2025-03-28,2025-03-29,1.0,True,carrier_delay,True,False
SHP-001665,ORD-001665,2025-07-02,2025-07,DE-South,SUP-023,Saxon Metals,0.93,high,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0052,Safety Vest 0052,Textiles,21,2575.23,standard,delivered,2025-07-13,2025-07-13,0.0,False,,False,False
SHP-001666,ORD-001666,2025-01-30,2025-02,DE-East,SUP-014,Baltic Packaging,0.868,medium,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0104,Gear 0104,Mechanical,170,54282.7,standard,delivered,2025-02-03,2025-02-04,1.0,True,,True,False
SHP-001667,ORD-001667,2025-04-02,2025-04,DE-West,SUP-017,Main River Electronics,0.811,medium,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0110,Aluminium Rod 0110,Raw Materials,287,72226.42,standard,delivered,2025-04-16,2025-04-15,-1.0,False,,False,False
SHP-001668,ORD-001668,2025-07-09,2025-07,DE-East,SUP-017,Main River Electronics,0.811,medium,WH-004,Cologne Distribution Center,Cologne,low,PRD-0059,Gear 0059,Mechanical,154,42222.18,expedited,delivered,2025-07-22,2025-07-22,0.0,False,,False,False
SHP-001669,ORD-001669,2025-12-28,2026-01,DE-North,SUP-018,Elbe Manufacturing,0.745,medium,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0038,Valve 0038,Mechanical,26,1922.18,standard,delivered,2026-01-05,2026-01-10,5.0,True,customs_documentation,False,False
SHP-001670,ORD-001670,2025-10-06,2025-10,DE-South,SUP-018,Elbe Manufacturing,0.745,medium,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0009,Rubber Seal 0009,Raw Materials,418,181449.62,standard,delivered,2025-10-13,2025-10-16,3.0,True,warehouse_capacity_constraint,False,False
SHP-001671,ORD-001671,2025-12-29,2026-01,DE-West,SUP-008,Hanseatic Materials,0.604,low,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0081,Steel Sheet 0081,Raw Materials,378,24675.84,standard,delivered,2026-01-10,2026-01-14,4.0,True,warehouse_capacity_constraint,False,False
SHP-001672,ORD-001672,2025-11-24,2025-11,DE-West,SUP-015,Alpine Industrial Parts,0.925,high,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0115,Aluminium Rod 0115,Raw Materials,69,11080.02,expedited,delivered,2025-11-29,2025-11-29,0.0,False,,True,False
SHP-001673,ORD-001673,2025-08-29,2025-09,DE-North,SUP-001,Rhine Components,0.724,medium,WH-004,Cologne Distribution Center,Cologne,low,PRD-0175,Gear 0175,Mechanical,338,39715.0,expedited,delivered,2025-09-08,2025-09-08,0.0,False,,False,False
SHP-001674,ORD-001674,2025-10-16,2025-10,DE-Central,SUP-013,Rhine Components,0.887,high,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0025,Foam Insert 0025,Packaging,191,851.86,critical,delivered,2025-10-24,2025-10-24,0.0,False,,False,False
SHP-001675,ORD-001675,2025-07-12,2025-07,DE-West,SUP-016,Nordic Freight Supplies,0.901,high,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0167,Strap 0167,Textiles,265,75093.05,standard,delivered,2025-07-29,2025-07-29,0.0,False,,False,False
SHP-001676,ORD-001676,2025-12-06,2025-12,DE-West,SUP-009,Ruhr Mechanical,0.965,high,WH-004,Cologne Distribution Center,Cologne,low,PRD-0086,Plastic Resin 0086,Raw Materials,215,47620.35,expedited,delivered,2025-12-13,2025-12-11,-2.0,False,,False,False
SHP-001677,ORD-001677,2025-08-19,2025-08,DE-North,SUP-022,Black Forest Plastics,0.971,high,WH-003,Munich Distribution Center,Munich,medium,PRD-0168,Sensor 0168,Electronics,45,4874.4,standard,delivered,2025-08-28,2025-08-29,1.0,True,,False,False
SHP-001678,ORD-001678,2025-03-02,NaT,DE-Central,SUP-001,Rhine Components,0.724,medium,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0112,Cover Sheet 0112,Textiles,320,65155.2,expedited,delivered,,2025-03-13,4.0,True,inventory_shortage,True,False
SHP-001679,ORD-001679,2025-12-08,2025-12,DE-Central,SUP-001,Rhine Components,0.724,medium,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0013,Plastic Resin 0013,Raw Materials,32,8519.68,standard,delivered,2025-12-18,2025-12-18,0.0,False,,False,False
SHP-001680,ORD-001680,2025-09-17,2025-09,DE-East,SUP-023,Saxon Metals,0.93,high,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0179,Strap 0179,Textiles,61,15869.15,standard,delivered,2025-09-29,2025-09-30,1.0,True,,False,False
SHP-001681,ORD-001681,2025-11-22,2025-12,DE-North,SUP-011,Saxon Metals,0.611,low,WH-004,Cologne Distribution Center,Cologne,low,PRD-0116,Carton 0116,Packaging,791,257510.05,standard,delivered,2025-12-03,2025-12-02,-1.0,False,,True,False
SHP-001682,ORD-001682,2025-12-06,2025-12,DE-Central,SUP-014,Baltic Packaging,0.868,medium,WH-004,Cologne Distribution Center,Cologne,low,PRD-0103,Aluminium Rod 0103,Raw Materials,164,1500.6,expedited,delivered,2025-12-14,2025-12-17,3.0,True,supplier_late_dispatch,False,True
SHP-001683,ORD-001683,2025-10-05,2025-10,DE-East,SUP-014,Baltic Packaging,0.868,medium,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0049,Cable 0049,Electronics,38,13369.16,expedited,in_transit,2025-10-12,,,,,False,False
SHP-001684,ORD-001684,2025-12-02,2025-12,DE-South,SUP-015,Alpine Industrial Parts,0.925,high,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0158,Rubber Seal 0158,Raw Materials,130,50679.2,standard,delivered,2025-12-09,2025-12-09,0.0,False,,False,False
SHP-001685,ORD-001685,2025-10-23,2025-10,DE-South,SUP-010,Black Forest Plastics,0.829,medium,WH-004,Cologne Distribution Center,Cologne,low,PRD-0157,Aluminium Rod 0157,Raw Materials,215,79524.2,expedited,delivered,2025-10-27,2025-10-27,0.0,False,,False,False
SHP-001686,ORD-001686,2025-01-21,2025-01,DE-West,SUP-013,Rhine Components,0.887,high,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0161,Gear 0161,Mechanical,211,67178.18,standard,delivered,2025-01-31,2025-01-31,0.0,False,,False,False
SHP-001687,ORD-001687,2025-01-28,2025-02,DE-Central,SUP-015,Alpine Industrial Parts,0.925,high,WH-003,Munich Distribution Center,Munich,medium,PRD-0177,Gear 0177,Mechanical,151,47069.72,expedited,delivered,2025-02-05,2025-02-03,-2.0,False,,False,False
SHP-001688,ORD-001688,2025-08-20,2025-08,DE-South,SUP-007,Danube Tools,0.771,medium,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0095,Sensor 0095,Electronics,47,20092.5,expedited,delivered,2025-08-27,2025-08-31,4.0,True,carrier_delay,False,False
SHP-001689,ORD-001689,2025-06-11,2025-06,DE-North,SUP-016,Nordic Freight Supplies,0.901,high,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0096,Plastic Resin 0096,Raw Materials,266,29262.66,standard,delivered,2025-06-27,2025-06-27,0.0,False,,False,False
SHP-001690,ORD-001690,2025-11-25,2025-12,DE-East,SUP-009,Ruhr Mechanical,0.965,high,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0055,Controller 0055,Electronics,94,17053.48,standard,delivered,2025-12-02,2025-12-02,0.0,False,,False,True
SHP-001691,ORD-001691,2025-09-21,2025-09,DE-South,SUP-011,Saxon Metals,0.611,low,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0159,Gear 0159,Mechanical,106,21921.86,standard,delivered,2025-09-30,2025-09-30,0.0,False,,False,False
SHP-001692,ORD-001692,2025-10-02,2025-10,DE-West,SUP-024,Bavaria Textile Group,0.894,high,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0026,Strap 0026,Textiles,245,47130.65,critical,delivered,2025-10-17,2025-10-20,3.0,True,inventory_shortage,True,False
SHP-001693,ORD-001693,2025-01-09,2025-01,DE-North,SUP-019,Danube Tools,0.652,low,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0016,Plastic Resin 0016,Raw Materials,459,149854.32,standard,delivered,2025-01-19,2025-01-19,0.0,False,,False,False
SHP-001694,ORD-001694,2025-11-24,2025-12,DE-Central,SUP-006,Elbe Manufacturing,0.939,high,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0135,Bracket 0135,Mechanical,322,11392.36,expedited,delivered,2025-12-03,2025-12-02,-1.0,False,,False,False
SHP-001695,ORD-001695,2025-02-09,2025-02,DE-East,SUP-015,Alpine Industrial Parts,0.925,high,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0115,Aluminium Rod 0115,Raw Materials,186,29867.88,standard,delivered,2025-02-14,2025-02-14,0.0,False,,False,False
SHP-001696,ORD-001696,2025-05-26,2025-06,DE-Central,SUP-013,Rhine Components,0.887,high,WH-003,Munich Distribution Center,Munich,medium,PRD-0099,Cable 0099,Electronics,46,11987.14,standard,delivered,2025-06-02,2025-06-02,0.0,False,,False,False
SHP-001697,ORD-001697,2025-10-19,2025-10,DE-Central,SUP-010,Black Forest Plastics,0.829,medium,WH-004,Cologne Distribution Center,Cologne,low,PRD-0170,Scanner 0170,Electronics,130,10111.4,expedited,delivered,2025-10-23,2025-10-25,2.0,True,warehouse_capacity_constraint,True,False
SHP-001698,ORD-001698,2025-12-05,2025-12,DE-West,SUP-001,Rhine Components,0.724,medium,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0121,Foam Insert 0121,Packaging,153,7544.43,expedited,delivered,2025-12-12,2025-12-10,-2.0,False,,False,False
SHP-001699,ORD-001699,2025-03-10,2025-03,DE-North,SUP-014,Baltic Packaging,0.868,medium,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0049,Cable 0049,Electronics,26,9147.32,expedited,delivered,2025-03-14,2025-03-18,4.0,True,carrier_delay,False,False
SHP-001700,ORD-001700,2025-06-21,2025-06,DE-Central,SUP-001,Rhine Components,0.724,medium,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0065,Label Roll 0065,Packaging,442,81686.02,standard,delivered,2025-06-28,2025-06-26,-2.0,False,,False,False
SHP-001701,ORD-001701,2025-10-10,2025-10,DE-West,SUP-008,Hanseatic Materials,0.604,low,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0111,Cover Sheet 0111,Textiles,341,85723.99,standard,delivered,2025-10-21,2025-10-21,0.0,False,,False,False
SHP-001702,ORD-001702,2025-11-26,2025-12,DE-Central,SUP-018,Elbe Manufacturing,0.745,medium,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0022,Scanner 0022,Electronics,77,28049.56,standard,delivered,2025-12-07,2025-12-08,1.0,True,supplier_late_dispatch,False,False
SHP-001703,ORD-001703,2025-10-25,2025-11,DE-North,SUP-012,Bavaria Textile Group,0.813,medium,WH-004,Cologne Distribution Center,Cologne,low,PRD-0148,Work Gloves 0148,Textiles,96,8376.96,standard,delivered,2025-11-07,2025-11-08,1.0,True,carrier_delay,False,True
SHP-001704,ORD-001704,2025-12-26,2026-01,DE-Central,SUP-011,Saxon Metals,0.611,low,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0159,Gear 0159,Mechanical,326,67420.06,critical,delivered,2026-01-06,2026-01-06,0.0,False,,False,False
SHP-001705,ORD-001705,2025-12-22,2026-01,DE-North,SUP-008,Hanseatic Materials,0.604,low,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0048,Cable 0048,Electronics,36,3502.8,critical,delivered,2026-01-02,2026-01-03,1.0,True,warehouse_capacity_constraint,False,True
SHP-001706,ORD-001706,2025-10-01,2025-10,DE-West,SUP-013,Rhine Components,0.887,high,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0056,Valve 0056,Mechanical,130,37689.6,standard,delivered,2025-10-11,2025-10-09,-2.0,False,,False,True
SHP-001707,ORD-001707,2025-03-22,2025-03,DE-East,SUP-020,Hanseatic Materials,0.846,medium,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0101,Cable 0101,Electronics,40,15326.4,standard,delivered,2025-03-30,2025-03-30,0.0,False,,False,True
SHP-001708,ORD-001708,2025-12-05,2025-12,DE-East,SUP-011,Saxon Metals,0.611,low,WH-003,Munich Distribution Center,Munich,medium,PRD-0080,Cable 0080,Electronics,142,15364.4,standard,delivered,2025-12-15,2025-12-15,0.0,False,,False,False
SHP-001709,ORD-001709,2025-12-19,2025-12,DE-Central,SUP-018,Elbe Manufacturing,0.745,medium,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0020,Controller 0020,Electronics,66,5876.64,expedited,delivered,2025-12-26,2025-12-24,-2.0,False,,False,False
SHP-001710,ORD-001710,2025-03-12,2025-03,DE-South,SUP-008,Hanseatic Materials,0.604,low,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0073,Foam Insert 0073,Packaging,424,95077.76,standard,delivered,2025-03-23,2025-03-29,6.0,True,quality_hold,True,False
SHP-001711,ORD-001711,2025-12-25,2026-01,DE-South,SUP-023,Saxon Metals,0.93,high,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0060,Safety Vest 0060,Textiles,294,34465.62,standard,delivered,2026-01-08,2026-01-08,0.0,False,,False,True
SHP-001712,ORD-001712,2025-09-22,2025-09,DE-Central,SUP-015,Alpine Industrial Parts,0.925,high,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0141,Foam Insert 0141,Packaging,131,30813.82,standard,delivered,2025-09-28,2025-09-29,1.0,True,,False,False
SHP-001713,ORD-001713,2025-12-16,2025-12,DE-North,SUP-003,Alpine Industrial Parts,0.922,high,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0061,Controller 0061,Electronics,52,8638.24,standard,delivered,2025-12-21,2025-12-24,3.0,True,supplier_late_dispatch,False,True
SHP-001714,ORD-001714,2025-10-13,2025-10,DE-West,SUP-016,Nordic Freight Supplies,0.901,high,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0096,Plastic Resin 0096,Raw Materials,416,45764.16,expedited,delivered,2025-10-30,2025-10-30,0.0,False,,False,True
SHP-001715,ORD-001715,2025-12-27,2026-01,DE-West,SUP-018,Elbe Manufacturing,0.745,medium,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0130,Controller 0130,Electronics,37,4092.2,expedited,delivered,2026-01-04,2026-01-06,2.0,True,carrier_delay,False,False
SHP-001716,ORD-001716,2025-10-26,2025-11,DE-Central,SUP-021,Ruhr Mechanical,0.841,medium,WH-003,Munich Distribution Center,Munich,medium,PRD-0072,Scanner 0072,Electronics,30,5656.5,standard,delivered,2025-11-03,2025-11-03,0.0,False,,False,False
SHP-001717,ORD-001717,2025-12-27,2026-01,DE-East,SUP-004,Nordic Freight Supplies,0.931,high,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0169,Carton 0169,Packaging,253,49909.31,standard,delivered,2026-01-10,2026-01-11,1.0,True,,False,False
SHP-001718,ORD-001718,2025-05-09,2025-05,DE-East,SUP-013,Rhine Components,0.887,high,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0092,Valve 0092,Mechanical,131,44984.09,standard,delivered,2025-05-16,2025-05-19,3.0,True,carrier_delay,False,True
SHP-001719,ORD-001719,2025-10-07,2025-10,DE-South,SUP-019,Danube Tools,0.652,low,WH-003,Munich Distribution Center,Munich,medium,PRD-0174,Plastic Resin 0174,Raw Materials,284,64101.64,standard,delivered,2025-10-13,2025-10-13,0.0,False,,True,False
SHP-001720,ORD-001720,2025-03-03,2025-03,DE-North,SUP-003,Alpine Industrial Parts,0.922,high,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0173,Plastic Resin 0173,Raw Materials,102,8098.8,standard,delivered,2025-03-09,2025-03-09,0.0,False,,False,False
SHP-001721,ORD-001721,2025-10-01,2025-10,DE-West,SUP-008,Hanseatic Materials,0.604,low,WH-004,Cologne Distribution Center,Cologne,low,PRD-0053,Work Gloves 0053,Textiles,92,35591.12,critical,delivered,2025-10-10,2025-10-10,0.0,False,,False,False
SHP-001722,ORD-001722,2025-12-13,2025-12,DE-West,SUP-003,Alpine Industrial Parts,0.922,high,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0061,Controller 0061,Electronics,16,2657.92,standard,delivered,2025-12-21,2025-12-23,2.0,True,warehouse_capacity_constraint,False,True
SHP-001723,ORD-001723,2025-09-30,2025-10,DE-South,SUP-011,Saxon Metals,0.611,low,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0109,Label Roll 0109,Packaging,442,159000.66,standard,delivered,2025-10-07,2025-10-07,0.0,False,,True,False
SHP-001724,ORD-001724,2025-11-26,2025-12,DE-West,SUP-021,Ruhr Mechanical,0.841,medium,WH-004,Cologne Distribution Center,Cologne,low,PRD-0072,Scanner 0072,Electronics,131,24700.05,standard,delivered,2025-12-04,2025-12-05,1.0,True,warehouse_capacity_constraint,False,False
SHP-001725,ORD-001725,2025-11-19,2025-12,DE-East,SUP-004,Nordic Freight Supplies,0.931,high,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0017,Cover Sheet 0017,Textiles,112,9914.24,standard,delivered,2025-12-02,2025-12-02,0.0,False,,False,False
SHP-001726,ORD-001726,2025-12-21,2025-12,DE-Central,SUP-019,Danube Tools,0.652,low,WH-004,Cologne Distribution Center,Cologne,low,PRD-0174,Plastic Resin 0174,Raw Materials,356,80352.76,standard,delivered,2025-12-30,2026-01-02,3.0,True,inventory_shortage,False,False
SHP-001727,ORD-001727,2025-02-02,2025-02,DE-South,SUP-024,Bavaria Textile Group,0.894,high,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0117,Plastic Resin 0117,Raw Materials,265,23590.3,standard,delivered,2025-02-13,2025-02-16,3.0,True,warehouse_capacity_constraint,False,True
SHP-001728,ORD-001728,2025-04-26,2025-05,DE-North,SUP-018,Elbe Manufacturing,0.745,medium,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0130,Controller 0130,Electronics,97,10728.2,standard,delivered,2025-05-05,2025-05-05,0.0,False,,False,False
SHP-001729,ORD-001729,2025-10-03,2025-10,DE-North,SUP-021,Ruhr Mechanical,0.841,medium,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0072,Scanner 0072,Electronics,12,2262.6,standard,delivered,2025-10-14,2025-10-15,1.0,True,,False,False
SHP-001730,ORD-001730,2025-11-14,2025-11,DE-West,SUP-011,Saxon Metals,0.611,low,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0082,Carton 0082,Packaging,267,50393.58,expedited,delivered,2025-11-25,2025-11-28,3.0,True,supplier_late_dispatch,False,False
SHP-001731,ORD-001731,2025-08-18,2025-08,DE-North,SUP-015,Alpine Industrial Parts,0.925,high,WH-003,Munich Distribution Center,Munich,medium,PRD-0150,Plastic Resin 0150,Raw Materials,308,128654.68,standard,delivered,2025-08-23,2025-08-23,0.0,False,,False,False
SHP-001732,ORD-001732,2025-07-01,2025-07,DE-West,SUP-018,Elbe Manufacturing,0.745,medium,WH-002,Hamburg Distribution Center,Hamburg,medium,PRD-0120,Bearing 0120,Mechanical,296,129801.92,standard,delivered,2025-07-09,2025-07-09,0.0,False,,False,True
SHP-001733,ORD-001733,2025-12-13,2025-12,DE-South,SUP-008,Hanseatic Materials,0.604,low,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0069,Valve 0069,Mechanical,249,11254.8,standard,delivered,2025-12-26,2025-12-26,0.0,False,,True,False
SHP-001734,ORD-001734,2025-11-13,2025-11,DE-West,SUP-022,Black Forest Plastics,0.971,high,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0010,Label Roll 0010,Packaging,189,34331.85,critical,delivered,2025-11-22,2025-11-25,3.0,True,carrier_delay,False,True
SHP-001735,ORD-001735,2025-10-10,2025-10,DE-East,SUP-004,Nordic Freight Supplies,0.931,high,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0178,Foam Insert 0178,Packaging,1040,399890.4,standard,delivered,2025-10-24,2025-11-03,10.0,True,warehouse_capacity_constraint,True,True
SHP-001736,ORD-001736,2025-08-29,2025-09,DE-North,SUP-018,Elbe Manufacturing,0.745,medium,WH-007,Stuttgart Distribution Center,Stuttgart,low,PRD-0145,Gear 0145,Mechanical,18,6601.68,critical,delivered,2025-09-09,2025-09-08,-1.0,False,,False,False
SHP-001737,ORD-001737,2025-08-26,2025-09,DE-West,SUP-014,Baltic Packaging,0.868,medium,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0058,Bearing 0058,Mechanical,167,8667.3,expedited,delivered,2025-09-02,2025-09-02,0.0,False,,False,False
SHP-001738,ORD-001738,2025-10-21,2025-10,DE-North,SUP-014,Baltic Packaging,0.868,medium,WH-001,Berlin Distribution Center,Berlin,medium,PRD-0164,Work Gloves 0164,Textiles,216,70431.12,expedited,delivered,2025-10-26,2025-11-01,6.0,True,supplier_late_dispatch,False,True
SHP-001739,ORD-001739,2025-05-06,2025-05,DE-East,SUP-017,Main River Electronics,0.811,medium,WH-005,Frankfurt Distribution Center,Frankfurt,medium,PRD-0110,Aluminium Rod 0110,Raw Materials,62,15602.92,expedited,delivered,2025-05-19,2025-05-17,-2.0,False,,False,False
SHP-001740,ORD-001740,2025-01-30,2025-02,DE-East,SUP-015,Alpine Industrial Parts,0.925,high,WH-008,Dortmund Distribution Center,Dortmund,medium,PRD-0021,Foam Insert 0021,Packaging,605,51685.15,standard,delivered,2025-02-07,2025-02-06,-1.0,False,,True,False
SHP-001741,ORD-001741,2025-04-18,2025-04,DE-North,SUP-015,Alpine Industrial Parts,0.925,high,WH-006,Leipzig Distribution Center,Leipzig,medium,PRD-0177,Gear 0177,Mechanical,171,53304.12,standard,delivered,2025-04-24,2025-04-26,2.0,True,supplier_late_dispatch,True,False
